lagoslakeid,lake_nhdid,lake_reachcode,lake_namegnis,lake_namelagos,lake_county,lake_countyfips,lake_lat_decdeg,lake_lon_decdeg,lake_centroidstate,nhdhr_area_sqkm,nhdhr_fdate,nhdhr_gnisid,lagosus_legacysiteid,lagosus_legacysitelabel,lagosus_legacyprogram,wqp_monitoringlocationidentifier,wqp_monitoringlocationname,wqp_providername,nhdplusv2_comid,nhdplusv2_reachcode,nhdplusv2_area_sqkm,lagosne_lagoslakeid,lagosne_legacysiteid,nla2007_siteid,nla2012_siteid,nhdplusv2_lakes_n,lagosne_lakes_n,wqp_sites_n,lagosus_legacyids_n
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,MNPCA-61-0023-00-203,GROVE,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,MNPCA-61-0023-00-204,GROVE,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,MNPCA-61-0023-00-205,GROVE,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,MNPCA-61-0023-00-206,GROVE,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,MNPCA-61-0023-00-207,GROVE,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3950,120019627,7.0102E+12,Grove Lake,Grove Lake,Pope,27121,45.60251239,-95.17927602,MN,1.433,2004-03-16T05:00:00Z,644501,NA,NA,NA,NALMS-3759,Grove Lake,STORET,4249666,7.0102E+12,1.51,3950,61-0023-00-203,NA,NA,1,1,10,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,USGS-05245400,"FISH TRAP LAKE NR LINCOLN, MN",NWIS,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-100,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-101,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-102,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-201,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-202,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-203,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3955,58121693,7.01011E+12,Fish Trap Lake,Fish Trap Lake,Morrison,27097,46.21223498,-94.62825091,MN,4.657,2009-03-03T05:00:00Z,660487,NA,NA,NA,MNPCA-49-0137-00-204,FISH TRAP,STORET,4963181,7.01011E+12,4.526,3955,49-0137-00-202,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-100,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-102,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-201,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-202,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-203,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-204,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,MNPCA-01-0089-00-205,LONG,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3978,59746935,7.0101E+12,Long Lake,Long Lake,Aitkin,27001,46.4874387,-93.4925441,MN,1.757,2002-10-31T05:00:00Z,647117,NA,NA,NA,NALMS-3940,Long Lake,STORET,4855655,7.0101E+12,1.762,3978,01-0089-00-205,NA,NA,1,1,8,6
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-201,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-201,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-202,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-202,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-203,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-203,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-204,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-204,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-205,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-205,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-207,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-207,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-208,ISLAND,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-208,ISLAND,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-209,Island,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-209,Island,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-210,Island,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-210,Island,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-211,Island,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,MNPCA-58-0062-00-211,Island,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,NALMS-3826,Island,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,NALMS-3826,Island,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,NALMS-3832,Island Lake,STORET,2628494,7.03E+12,0.124,3989,58-0062-00-210,NA,NA,2,1,12,10
3989,120018788,7.03E+12,Island Lake,Island Lake; Little Island Lake,Pine,27115,46.41209233,-92.73861822,MN,2.234,2004-03-16T05:00:00Z,645497,NA,NA,NA,NALMS-3832,Island Lake,STORET,2628482,7.03E+12,1.965,3989,58-0062-00-210,NA,NA,2,1,12,10
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,MNDA_PESTICIDE-03-0029-00-101,HUNGRY MAN,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,MNPCA-03-0029-00-100,HUNGRY MAN,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,MNPCA-03-0029-00-101,HUNGRY MAN,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,MNPCA-03-0029-00-102,HUNGRY MAN,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,NARSTEST-NLA06608-MN:03-0029,Hungry Man Lake,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3990,59804763,7.01011E+12,Hungry Man Lakes,Hungry Man Lakes; HUNGRY MAN,Becker,27005,47.06259791,-95.18071838,MN,0.374,2009-07-14T04:00:00Z,645291,NA,NA,NA,NARS_WQX-NLA06608-MN:03-0029,Hungry Man Lake,STORET,4939993,7.01011E+12,0.361,3990,03-0029-00-102,NLA06608-MN:03-0029,NA,1,1,6,4
3993,167258152,7.01011E+12,Sixth Crow Wing Lake,Sixth Crow Wing Lake,Hubbard,27057,46.92887912,-94.86407618,MN,1.36,2009-07-14T04:00:00Z,658283,NA,NA,NA,MNPCA-29-0093-00-102,SIXTH CROW WING,STORET,4942465,7.01011E+12,3.007,3993,29-0093-00-102,NA,NA,1,1,4,3
3993,167258152,7.01011E+12,Sixth Crow Wing Lake,Sixth Crow Wing Lake,Hubbard,27057,46.92887912,-94.86407618,MN,1.36,2009-07-14T04:00:00Z,658283,NA,NA,NA,MNPCA-29-0093-00-201,SIXTH CROW WING,STORET,4942465,7.01011E+12,3.007,3993,29-0093-00-102,NA,NA,1,1,4,3
3993,167258152,7.01011E+12,Sixth Crow Wing Lake,Sixth Crow Wing Lake,Hubbard,27057,46.92887912,-94.86407618,MN,1.36,2009-07-14T04:00:00Z,658283,NA,NA,NA,MNPCA-29-0093-00-202,SIXTH CROW WING,STORET,4942465,7.01011E+12,3.007,3993,29-0093-00-102,NA,NA,1,1,4,3
3993,167258152,7.01011E+12,Sixth Crow Wing Lake,Sixth Crow Wing Lake,Hubbard,27057,46.92887912,-94.86407618,MN,1.36,2009-07-14T04:00:00Z,658283,NA,NA,NA,MNPCA-29-0093-00-203,Sixth Crow Wing,STORET,4942465,7.01011E+12,3.007,3993,29-0093-00-102,NA,NA,1,1,4,3
3996,45728298,7.0102E+12,Lake Caroline,Lake Caroline,Wright,27171,45.31770018,-94.19648841,MN,0.519,2009-09-10T04:00:00Z,640922,NA,NA,NA,MNPCA-86-0281-00-100,CAROLINE,STORET,2723789,7.0102E+12,0.542,3996,86-0281-00-204,NA,NA,1,1,5,5
3996,45728298,7.0102E+12,Lake Caroline,Lake Caroline,Wright,27171,45.31770018,-94.19648841,MN,0.519,2009-09-10T04:00:00Z,640922,NA,NA,NA,MNPCA-86-0281-00-201,CAROLINE,STORET,2723789,7.0102E+12,0.542,3996,86-0281-00-204,NA,NA,1,1,5,5
3996,45728298,7.0102E+12,Lake Caroline,Lake Caroline,Wright,27171,45.31770018,-94.19648841,MN,0.519,2009-09-10T04:00:00Z,640922,NA,NA,NA,MNPCA-86-0281-00-202,CAROLINE,STORET,2723789,7.0102E+12,0.542,3996,86-0281-00-204,NA,NA,1,1,5,5
3996,45728298,7.0102E+12,Lake Caroline,Lake Caroline,Wright,27171,45.31770018,-94.19648841,MN,0.519,2009-09-10T04:00:00Z,640922,NA,NA,NA,MNPCA-86-0281-00-203,CAROLINE,STORET,2723789,7.0102E+12,0.542,3996,86-0281-00-204,NA,NA,1,1,5,5
3996,45728298,7.0102E+12,Lake Caroline,Lake Caroline,Wright,27171,45.31770018,-94.19648841,MN,0.519,2009-09-10T04:00:00Z,640922,NA,NA,NA,MNPCA-86-0281-00-204,CAROLINE,STORET,2723789,7.0102E+12,0.542,3996,86-0281-00-204,NA,NA,1,1,5,5
4005,81002367,9.03E+12,Windy Lake,Windy Lake,Lake,27075,47.73292438,-91.07439667,MN,1.861,2003-04-21T04:00:00Z,659040,NA,NA,NA,MNPCA-38-0068-00-100,WINDY,STORET,7108869,9.03E+12,1.808,4005,38-0068-00-201,NA,NA,1,1,5,5
4005,81002367,9.03E+12,Windy Lake,Windy Lake,Lake,27075,47.73292438,-91.07439667,MN,1.861,2003-04-21T04:00:00Z,659040,NA,NA,NA,MNPCA-38-0068-00-101,WINDY,STORET,7108869,9.03E+12,1.808,4005,38-0068-00-201,NA,NA,1,1,5,5
4005,81002367,9.03E+12,Windy Lake,Windy Lake,Lake,27075,47.73292438,-91.07439667,MN,1.861,2003-04-21T04:00:00Z,659040,NA,NA,NA,MNPCA-38-0068-00-102,WINDY,STORET,7108869,9.03E+12,1.808,4005,38-0068-00-201,NA,NA,1,1,5,5
4005,81002367,9.03E+12,Windy Lake,Windy Lake,Lake,27075,47.73292438,-91.07439667,MN,1.861,2003-04-21T04:00:00Z,659040,NA,NA,NA,MNPCA-38-0068-00-103,WINDY,STORET,7108869,9.03E+12,1.808,4005,38-0068-00-201,NA,NA,1,1,5,5
4005,81002367,9.03E+12,Windy Lake,Windy Lake,Lake,27075,47.73292438,-91.07439667,MN,1.861,2003-04-21T04:00:00Z,659040,NA,NA,NA,MNPCA-38-0068-00-201,WINDY,STORET,7108869,9.03E+12,1.808,4005,38-0068-00-201,NA,NA,1,1,5,5
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,USGS-451557094035901,"CEDAR LAKE, WEST SIDE, NEAR ANNANDALE, MN",NWIS,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-100,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-102,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-201,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-202,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-203,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-204,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-205,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-207,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-208,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-209,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4011,120019864,7.0102E+12,Cedar Lake,Cedar Lake,Wright,27171,45.26526071,-94.06140252,MN,3.167,2011-01-21T05:00:00Z,1776718,NA,NA,NA,MNPCA-86-0227-00-210,CEDAR,STORET,2723925,7.0102E+12,3.137,4011,86-0227-00-203,NA,NA,1,1,12,11
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,MNPCA-16-0027-00-101,MCFARLAND,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,MNPCA-16-0027-00-201,MCFARLAND,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,MNPCA-16-0027-00-202,MCFARLAND,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,MNPCA-16-0027-00-203,MCFARLAND,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,MNPCA-16-0027-00-204,McFarland,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4013,114539841,4.0101E+12,McFarland Lake,McFarland Lake,Cook,27031,48.0485339,-90.06507588,MN,1.56069539,2012-10-09T04:00:00Z,657359,NA,NA,NA,NALMS-7634,McFarland,STORET,4793012,4.0101E+12,1.537,4013,16-0027-00-201,NA,NA,1,1,6,5
4020,34242458,7.04E+12,Mazaska Lake,Mazaska Lake,Rice,27131,44.37272581,-93.39624856,MN,2.708,2008-03-28T04:00:00Z,647647,NA,NA,NA,MNPCA-66-0039-00-100,MAZASKA,STORET,2031719,7.04E+12,2.705,4020,66-0039-00-205,NA,NA,1,1,10,10
4020,34242458,7.04E+12,Mazaska Lake,Mazaska Lake,Rice,27131,44.37272581,-93.39624856,MN,2.708,2008-03-28T04:00:00Z,647647,NA,NA,NA,MNPCA-66-0039-00-101,MAZASKA,STORET,2031719,7.04E+12,2.705,4020,66-0039-00-205,NA,NA,1,1,10,10
4020,34242458,7.04E+12,Mazaska Lake,Mazaska Lake,Rice,27131,44.37272581,-93.39624856,MN,2.708,2008-03-28T04:00:00Z,647647,NA,NA,NA,MNPCA-66-0039-00-201,MAZASKA,STORET,2031719,7.04E+12,2.705,4020,66-0039-00-205,NA,NA,1,1,10,10
